#    L    TT             EE             TE             PP             TP          
  3046   0.211626E+02   0.581157E+00  -0.782556E+00   0.230930E+05   0.693786E+00
  3047   0.210891E+02   0.581177E+00  -0.772782E+00   0.230691E+05   0.698690E+00
  3048   0.210153E+02   0.581250E+00  -0.763129E+00   0.230452E+05   0.703580E+00
  3049   0.209412E+02   0.581398E+00  -0.753746E+00   0.230213E+05   0.708455E+00
  3050   0.208675E+02   0.581604E+00  -0.744630E+00   0.229975E+05   0.713315E+00
  3051   0.207920E+02   0.581861E+00  -0.735633E+00   0.229737E+05   0.718159E+00
  3052   0.207184E+02   0.582167E+00  -0.726898E+00   0.229499E+05   0.722987E+00
  3053   0.206438E+02   0.582545E+00  -0.718350E+00   0.229262E+05   0.727797E+00
  3054   0.205703E+02   0.582965E+00  -0.710134E+00   0.229024E+05   0.732591E+00
  3055   0.204965E+02   0.583440E+00  -0.702097E+00   0.228787E+05   0.737366E+00
  3056   0.204224E+02   0.583971E+00  -0.694238E+00   0.228550E+05   0.742123E+00
  3057   0.203480E+02   0.584549E+00  -0.686627E+00   0.228314E+05   0.746862E+00
  3058   0.202741E+02   0.585182E+00  -0.679335E+00   0.228077E+05   0.751581E+00
  3059   0.201998E+02   0.585861E+00  -0.672137E+00   0.227841E+05   0.756281E+00
  3060   0.201259E+02   0.586587E+00  -0.665179E+00   0.227606E+05   0.760961E+00
  3061   0.200518E+02   0.587366E+00  -0.658530E+00   0.227370E+05   0.765620E+00
  3062   0.199788E+02   0.588198E+00  -0.652115E+00   0.227135E+05   0.770259E+00
  3063   0.199055E+02   0.589052E+00  -0.645781E+00   0.226900E+05   0.774876E+00
  3064   0.198311E+02   0.589973E+00  -0.639749E+00   0.226665E+05   0.779471E+00
  3065   0.197579E+02   0.590923E+00  -0.633940E+00   0.226430E+05   0.784044E+00
  3066   0.196843E+02   0.591925E+00  -0.628427E+00   0.226196E+05   0.788594E+00
  3067   0.196112E+02   0.592962E+00  -0.623132E+00   0.225962E+05   0.793122E+00
  3068   0.195385E+02   0.594049E+00  -0.617977E+00   0.225728E+05   0.797625E+00
  3069   0.194655E+02   0.595163E+00  -0.613183E+00   0.225494E+05   0.802105E+00
  3070   0.193922E+02   0.596312E+00  -0.608523E+00   0.225261E+05   0.806560E+00
  3071   0.193193E+02   0.597495E+00  -0.604069E+00   0.225028E+05   0.810990E+00
  3072   0.192468E+02   0.598719E+00  -0.599966E+00   0.224795E+05   0.815395E+00
  3073   0.191747E+02   0.599968E+00  -0.595988E+00   0.224562E+05   0.819775E+00
  3074   0.191030E+02   0.601250E+00  -0.592282E+00   0.224330E+05   0.824128E+00
  3075   0.190310E+02   0.602565E+00  -0.588695E+00   0.224097E+05   0.828454E+00
  3076   0.189602E+02   0.603911E+00  -0.585447E+00   0.223865E+05   0.832753E+00
  3077   0.188883E+02   0.605281E+00  -0.582386E+00   0.223634E+05   0.837025E+00
  3078   0.188183E+02   0.606674E+00  -0.579510E+00   0.223402E+05   0.841268E+00
  3079   0.187472E+02   0.608098E+00  -0.576890E+00   0.223171E+05   0.845483E+00
  3080   0.186773E+02   0.609537E+00  -0.574522E+00   0.222940E+05   0.849670E+00
  3081   0.186070E+02   0.610998E+00  -0.572293E+00   0.222709E+05   0.853827E+00
  3082   0.185372E+02   0.612481E+00  -0.570347E+00   0.222479E+05   0.857954E+00
  3083   0.184678E+02   0.613992E+00  -0.568586E+00   0.222249E+05   0.862051E+00
  3084   0.183995E+02   0.615510E+00  -0.567013E+00   0.222019E+05   0.866117E+00
  3085   0.183301E+02   0.617040E+00  -0.565693E+00   0.221789E+05   0.870152E+00
  3086   0.182619E+02   0.618583E+00  -0.564562E+00   0.221559E+05   0.874156E+00
  3087   0.181941E+02   0.620138E+00  -0.563655E+00   0.221330E+05   0.878127E+00
  3088   0.181267E+02   0.621712E+00  -0.562947E+00   0.221101E+05   0.882066E+00
  3089   0.180597E+02   0.623298E+00  -0.562450E+00   0.220872E+05   0.885973E+00
  3090   0.179923E+02   0.624879E+00  -0.562153E+00   0.220643E+05   0.889846E+00
  3091   0.179269E+02   0.626463E+00  -0.562060E+00   0.220415E+05   0.893685E+00
  3092   0.178604E+02   0.628064E+00  -0.562153E+00   0.220187E+05   0.897490E+00
  3093   0.177950E+02   0.629660E+00  -0.562453E+00   0.219959E+05   0.901260E+00
  3094   0.177300E+02   0.631265E+00  -0.562933E+00   0.219731E+05   0.904995E+00
  3095   0.176654E+02   0.632856E+00  -0.563612E+00   0.219504E+05   0.908695E+00
  3096   0.176012E+02   0.634448E+00  -0.564474E+00   0.219277E+05   0.912359E+00
  3097   0.175381E+02   0.636040E+00  -0.565521E+00   0.219050E+05   0.915986E+00
  3098   0.174747E+02   0.637624E+00  -0.566752E+00   0.218823E+05   0.919576E+00
  3099   0.174125E+02   0.639200E+00  -0.568163E+00   0.218597E+05   0.923129E+00
  3100   0.173506E+02   0.640768E+00  -0.569751E+00   0.218370E+05   0.926644E+00
  3101   0.172892E+02   0.642320E+00  -0.571513E+00   0.218144E+05   0.930122E+00
  3102   0.172288E+02   0.643870E+00  -0.573447E+00   0.217918E+05   0.933560E+00
  3103   0.171681E+02   0.645398E+00  -0.575552E+00   0.217693E+05   0.936960E+00
  3104   0.171085E+02   0.646918E+00  -0.577833E+00   0.217468E+05   0.940322E+00
  3105   0.170493E+02   0.648423E+00  -0.580274E+00   0.217243E+05   0.943644E+00
  3106   0.169904E+02   0.649913E+00  -0.582879E+00   0.217018E+05   0.946928E+00
  3107   0.169327E+02   0.651383E+00  -0.585641E+00   0.216793E+05   0.950172E+00
  3108   0.168752E+02   0.652853E+00  -0.588571E+00   0.216569E+05   0.953376E+00
  3109   0.168181E+02   0.654289E+00  -0.591646E+00   0.216344E+05   0.956541E+00
  3110   0.167621E+02   0.655704E+00  -0.594887E+00   0.216121E+05   0.959666E+00
  3111   0.167064E+02   0.657107E+00  -0.598268E+00   0.215897E+05   0.962751E+00
  3112   0.166510E+02   0.658490E+00  -0.601812E+00   0.215673E+05   0.965796E+00
  3113   0.165959E+02   0.659847E+00  -0.605500E+00   0.215450E+05   0.968800E+00
  3114   0.165419E+02   0.661178E+00  -0.609332E+00   0.215227E+05   0.971764E+00
  3115   0.164881E+02   0.662491E+00  -0.613298E+00   0.215004E+05   0.974687E+00
  3116   0.164369E+02   0.663787E+00  -0.617396E+00   0.214782E+05   0.977569E+00
  3117   0.163844E+02   0.665057E+00  -0.621639E+00   0.214559E+05   0.980410E+00
  3118   0.163330E+02   0.666289E+00  -0.626011E+00   0.214337E+05   0.983209E+00
  3119   0.162818E+02   0.667504E+00  -0.630517E+00   0.214115E+05   0.985967E+00
  3120   0.162316E+02   0.668695E+00  -0.635148E+00   0.213894E+05   0.988684E+00
  3121   0.161817E+02   0.669856E+00  -0.639895E+00   0.213672E+05   0.991358E+00
  3122   0.161349E+02   0.670987E+00  -0.644764E+00   0.213451E+05   0.993991E+00
  3123   0.160862E+02   0.672080E+00  -0.649745E+00   0.213230E+05   0.996581E+00
  3124   0.160384E+02   0.673145E+00  -0.654836E+00   0.213010E+05   0.999129E+00
  3125   0.159894E+02   0.674188E+00  -0.660036E+00   0.212789E+05   0.100163E+01
  3126   0.159435E+02   0.675195E+00  -0.665343E+00   0.212569E+05   0.100410E+01
  3127   0.158972E+02   0.676173E+00  -0.670755E+00   0.212349E+05   0.100652E+01
  3128   0.158517E+02   0.677110E+00  -0.676255E+00   0.212129E+05   0.100889E+01
  3129   0.158072E+02   0.678011E+00  -0.681849E+00   0.211909E+05   0.101123E+01
  3130   0.157628E+02   0.678878E+00  -0.687550E+00   0.211690E+05   0.101352E+01
  3131   0.157194E+02   0.679719E+00  -0.693320E+00   0.211471E+05   0.101576E+01
  3132   0.156761E+02   0.680519E+00  -0.699170E+00   0.211252E+05   0.101796E+01
  3133   0.156337E+02   0.681278E+00  -0.705100E+00   0.211033E+05   0.102012E+01
  3134   0.155923E+02   0.681998E+00  -0.711101E+00   0.210815E+05   0.102223E+01
  3135   0.155517E+02   0.682692E+00  -0.717184E+00   0.210596E+05   0.102430E+01
  3136   0.155105E+02   0.683340E+00  -0.723327E+00   0.210378E+05   0.102633E+01
  3137   0.154709E+02   0.683941E+00  -0.729519E+00   0.210161E+05   0.102831E+01
  3138   0.154314E+02   0.684504E+00  -0.735775E+00   0.209943E+05   0.103024E+01
  3139   0.153935E+02   0.685021E+00  -0.742077E+00   0.209726E+05   0.103213E+01
  3140   0.153558E+02   0.685501E+00  -0.748446E+00   0.209508E+05   0.103398E+01
  3141   0.153174E+02   0.685943E+00  -0.754835E+00   0.209292E+05   0.103578E+01
  3142   0.152813E+02   0.686326E+00  -0.761273E+00   0.209075E+05   0.103753E+01
  3143   0.152460E+02   0.686673E+00  -0.767742E+00   0.208858E+05   0.103924E+01
  3144   0.152101E+02   0.686984E+00  -0.774241E+00   0.208642E+05   0.104090E+01
  3145   0.151749E+02   0.687244E+00  -0.780769E+00   0.208426E+05   0.104251E+01
  3146   0.151406E+02   0.687447E+00  -0.787315E+00   0.208210E+05   0.104408E+01
  3147   0.151071E+02   0.687615E+00  -0.793871E+00   0.207995E+05   0.104560E+01
  3148   0.150744E+02   0.687734E+00  -0.800442E+00   0.207779E+05   0.104708E+01
  3149   0.150416E+02   0.687803E+00  -0.807020E+00   0.207564E+05   0.104851E+01
  3150   0.150097E+02   0.687825E+00  -0.813594E+00   0.207349E+05   0.104989E+01
  3151   0.149786E+02   0.687805E+00  -0.820171E+00   0.207135E+05   0.105122E+01
  3152   0.149482E+02   0.687724E+00  -0.826744E+00   0.206920E+05   0.105251E+01
  3153   0.149170E+02   0.687603E+00  -0.833306E+00   0.206706E+05   0.105375E+01
  3154   0.148881E+02   0.687429E+00  -0.839850E+00   0.206492E+05   0.105494E+01
  3155   0.148585E+02   0.687210E+00  -0.846384E+00   0.206278E+05   0.105608E+01
  3156   0.148303E+02   0.686932E+00  -0.852908E+00   0.206064E+05   0.105718E+01
  3157   0.148021E+02   0.686617E+00  -0.859409E+00   0.205851E+05   0.105823E+01
  3158   0.147746E+02   0.686245E+00  -0.865880E+00   0.205638E+05   0.105924E+01
  3159   0.147479E+02   0.685822E+00  -0.872336E+00   0.205425E+05   0.106020E+01
  3160   0.147211E+02   0.685351E+00  -0.878763E+00   0.205212E+05   0.106111E+01
  3161   0.146958E+02   0.684839E+00  -0.885162E+00   0.205000E+05   0.106197E+01
  3162   0.146704E+02   0.684272E+00  -0.891525E+00   0.204787E+05   0.106279E+01
  3163   0.146457E+02   0.683650E+00  -0.897854E+00   0.204575E+05   0.106357E+01
  3164   0.146209E+02   0.682983E+00  -0.904149E+00   0.204363E+05   0.106429E+01
  3165   0.145969E+02   0.682263E+00  -0.910403E+00   0.204152E+05   0.106498E+01
  3166   0.145735E+02   0.681498E+00  -0.916616E+00   0.203940E+05   0.106561E+01
  3167   0.145515E+02   0.680674E+00  -0.922775E+00   0.203729E+05   0.106620E+01
  3168   0.145294E+02   0.679815E+00  -0.928888E+00   0.203518E+05   0.106675E+01
  3169   0.145079E+02   0.678905E+00  -0.934955E+00   0.203307E+05   0.106725E+01
  3170   0.144864E+02   0.677939E+00  -0.940977E+00   0.203096E+05   0.106770E+01
  3171   0.144648E+02   0.676925E+00  -0.946925E+00   0.202886E+05   0.106811E+01
  3172   0.144460E+02   0.675870E+00  -0.952829E+00   0.202676E+05   0.106847E+01
  3173   0.144256E+02   0.674761E+00  -0.958667E+00   0.202466E+05   0.106879E+01
  3174   0.144066E+02   0.673598E+00  -0.964426E+00   0.202256E+05   0.106906E+01
  3175   0.143882E+02   0.672389E+00  -0.970120E+00   0.202047E+05   0.106929E+01
  3176   0.143697E+02   0.671143E+00  -0.975743E+00   0.201837E+05   0.106947E+01
  3177   0.143518E+02   0.669838E+00  -0.981288E+00   0.201628E+05   0.106961E+01
  3178   0.143344E+02   0.668497E+00  -0.986763E+00   0.201419E+05   0.106971E+01
  3179   0.143162E+02   0.667099E+00  -0.992169E+00   0.201211E+05   0.106976E+01
  3180   0.142985E+02   0.665665E+00  -0.997536E+00   0.201002E+05   0.106976E+01
  3181   0.142822E+02   0.664176E+00  -0.100276E+01   0.200794E+05   0.106972E+01
  3182   0.142664E+02   0.662647E+00  -0.100788E+01   0.200586E+05   0.106964E+01
  3183   0.142512E+02   0.661070E+00  -0.101297E+01   0.200378E+05   0.106951E+01
  3184   0.142351E+02   0.659454E+00  -0.101796E+01   0.200171E+05   0.106934E+01
  3185   0.142202E+02   0.657792E+00  -0.102277E+01   0.199963E+05   0.106913E+01
  3186   0.142052E+02   0.656100E+00  -0.102755E+01   0.199756E+05   0.106887E+01
  3187   0.141915E+02   0.654349E+00  -0.103223E+01   0.199549E+05   0.106857E+01
  3188   0.141767E+02   0.652539E+00  -0.103681E+01   0.199342E+05   0.106822E+01
  3189   0.141633E+02   0.650701E+00  -0.104129E+01   0.199136E+05   0.106784E+01
  3190   0.141496E+02   0.648829E+00  -0.104560E+01   0.198929E+05   0.106740E+01
  3191   0.141365E+02   0.646907E+00  -0.104988E+01   0.198723E+05   0.106693E+01
  3192   0.141231E+02   0.644945E+00  -0.105399E+01   0.198517E+05   0.106641E+01
  3193   0.141102E+02   0.642943E+00  -0.105800E+01   0.198312E+05   0.106585E+01
  3194   0.140985E+02   0.640902E+00  -0.106191E+01   0.198106E+05   0.106524E+01
  3195   0.140866E+02   0.638829E+00  -0.106573E+01   0.197901E+05   0.106460E+01
  3196   0.140744E+02   0.636711E+00  -0.106938E+01   0.197696E+05   0.106391E+01
  3197   0.140627E+02   0.634556E+00  -0.107278E+01   0.197491E+05   0.106318E+01
  3198   0.140508E+02   0.632380E+00  -0.107624E+01   0.197286E+05   0.106240E+01
  3199   0.140400E+02   0.630153E+00  -0.107953E+01   0.197082E+05   0.106158E+01
  3200   0.140289E+02   0.627898E+00  -0.108258E+01   0.196877E+05   0.106073E+01
  3201   0.140176E+02   0.625609E+00  -0.108568E+01   0.196673E+05   0.105982E+01
  3202   0.140067E+02   0.623272E+00  -0.108854E+01   0.196470E+05   0.105888E+01
  3203   0.139962E+02   0.620923E+00  -0.109124E+01   0.196266E+05   0.105790E+01
  3204   0.139855E+02   0.618534E+00  -0.109393E+01   0.196062E+05   0.105687E+01
  3205   0.139752E+02   0.616104E+00  -0.109639E+01   0.195859E+05   0.105580E+01
  3206   0.139646E+02   0.613643E+00  -0.109861E+01   0.195656E+05   0.105470E+01
  3207   0.139552E+02   0.611157E+00  -0.110090E+01   0.195453E+05   0.105355E+01
  3208   0.139447E+02   0.608631E+00  -0.110289E+01   0.195251E+05   0.105236E+01
  3209   0.139340E+02   0.606082E+00  -0.110481E+01   0.195048E+05   0.105113E+01
  3210   0.139244E+02   0.603503E+00  -0.110657E+01   0.194846E+05   0.104986E+01
  3211   0.139146E+02   0.600900E+00  -0.110834E+01   0.194644E+05   0.104856E+01
  3212   0.139044E+02   0.598267E+00  -0.110966E+01   0.194442E+05   0.104721E+01
  3213   0.138948E+02   0.595604E+00  -0.111099E+01   0.194241E+05   0.104583E+01
  3214   0.138855E+02   0.592913E+00  -0.111218E+01   0.194039E+05   0.104440E+01
  3215   0.138752E+02   0.590192E+00  -0.111323E+01   0.193838E+05   0.104294E+01
  3216   0.138661E+02   0.587450E+00  -0.111407E+01   0.193637E+05   0.104145E+01
  3217   0.138567E+02   0.584680E+00  -0.111485E+01   0.193436E+05   0.103991E+01
  3218   0.138470E+02   0.581890E+00  -0.111542E+01   0.193236E+05   0.103834E+01
  3219   0.138378E+02   0.579080E+00  -0.111593E+01   0.193035E+05   0.103673E+01
  3220   0.138282E+02   0.576235E+00  -0.111625E+01   0.192835E+05   0.103508E+01
  3221   0.138191E+02   0.573371E+00  -0.111636E+01   0.192635E+05   0.103340E+01
  3222   0.138105E+02   0.570489E+00  -0.111642E+01   0.192436E+05   0.103168E+01
  3223   0.138008E+02   0.567595E+00  -0.111628E+01   0.192236E+05   0.102992E+01
  3224   0.137908E+02   0.564676E+00  -0.111602E+01   0.192037E+05   0.102813E+01
  3225   0.137812E+02   0.561732E+00  -0.111564E+01   0.191837E+05   0.102631E+01
  3226   0.137721E+02   0.558778E+00  -0.111507E+01   0.191638E+05   0.102445E+01
  3227   0.137620E+02   0.555807E+00  -0.111439E+01   0.191440E+05   0.102255E+01
  3228   0.137523E+02   0.552820E+00  -0.111360E+01   0.191241E+05   0.102062E+01
  3229   0.137423E+02   0.549816E+00  -0.111262E+01   0.191043E+05   0.101866E+01
  3230   0.137335E+02   0.546789E+00  -0.111145E+01   0.190845E+05   0.101666E+01
  3231   0.137228E+02   0.543762E+00  -0.111018E+01   0.190647E+05   0.101463E+01
  3232   0.137134E+02   0.540720E+00  -0.110881E+01   0.190449E+05   0.101257E+01
  3233   0.137030E+02   0.537663E+00  -0.110725E+01   0.190251E+05   0.101047E+01
  3234   0.136915E+02   0.534592E+00  -0.110560E+01   0.190054E+05   0.100834E+01
  3235   0.136811E+02   0.531507E+00  -0.110370E+01   0.189857E+05   0.100618E+01
  3236   0.136728E+02   0.528423E+00  -0.110178E+01   0.189660E+05   0.100399E+01
  3237   0.136626E+02   0.525326E+00  -0.109969E+01   0.189463E+05   0.100176E+01
  3238   0.136514E+02   0.522224E+00  -0.109743E+01   0.189266E+05   0.999505E+00
  3239   0.136406E+02   0.519118E+00  -0.109500E+01   0.189070E+05   0.997218E+00
  3240   0.136295E+02   0.516006E+00  -0.109242E+01   0.188874E+05   0.994899E+00
  3241   0.136189E+02   0.512891E+00  -0.108982E+01   0.188678E+05   0.992551E+00
  3242   0.136072E+02   0.509764E+00  -0.108706E+01   0.188482E+05   0.990172E+00
  3243   0.135959E+02   0.506649E+00  -0.108415E+01   0.188287E+05   0.987763E+00
  3244   0.135836E+02   0.503523E+00  -0.108108E+01   0.188091E+05   0.985324E+00
  3245   0.135733E+02   0.500410E+00  -0.107793E+01   0.187896E+05   0.982856E+00
  3246   0.135619E+02   0.497286E+00  -0.107456E+01   0.187701E+05   0.980359E+00
  3247   0.135487E+02   0.494169E+00  -0.107118E+01   0.187506E+05   0.977833E+00
  3248   0.135367E+02   0.491050E+00  -0.106759E+01   0.187312E+05   0.975279E+00
  3249   0.135214E+02   0.487945E+00  -0.106392E+01   0.187117E+05   0.972696E+00
  3250   0.135080E+02   0.484831E+00  -0.106011E+01   0.186923E+05   0.970086E+00
  3251   0.134951E+02   0.481740E+00  -0.105617E+01   0.186729E+05   0.967448E+00
  3252   0.134811E+02   0.478648E+00  -0.105208E+01   0.186535E+05   0.964783E+00
  3253   0.134669E+02   0.475562E+00  -0.104792E+01   0.186341E+05   0.962090E+00
  3254   0.134531E+02   0.472484E+00  -0.104364E+01   0.186148E+05   0.959372E+00
  3255   0.134382E+02   0.469419E+00  -0.103929E+01   0.185955E+05   0.956627E+00
  3256   0.134239E+02   0.466367E+00  -0.103473E+01   0.185762E+05   0.953856E+00
  3257   0.134092E+02   0.463322E+00  -0.103004E+01   0.185569E+05   0.951060E+00
  3258   0.133936E+02   0.460282E+00  -0.102529E+01   0.185376E+05   0.948238E+00
  3259   0.133777E+02   0.457263E+00  -0.102042E+01   0.185184E+05   0.945392E+00
  3260   0.133615E+02   0.454249E+00  -0.101549E+01   0.184992E+05   0.942522E+00
  3261   0.133458E+02   0.451248E+00  -0.101036E+01   0.184799E+05   0.939627E+00
  3262   0.133291E+02   0.448260E+00  -0.100518E+01   0.184608E+05   0.936709E+00
  3263   0.133122E+02   0.445291E+00  -0.999874E+00   0.184416E+05   0.933767E+00
  3264   0.132950E+02   0.442319E+00  -0.994448E+00   0.184224E+05   0.930803E+00
  3265   0.132776E+02   0.439375E+00  -0.988901E+00   0.184033E+05   0.927815E+00
  3266   0.132600E+02   0.436442E+00  -0.983309E+00   0.183842E+05   0.924806E+00
  3267   0.132421E+02   0.433520E+00  -0.977598E+00   0.183651E+05   0.921775E+00
  3268   0.132233E+02   0.430625E+00  -0.971772E+00   0.183460E+05   0.918722E+00
  3269   0.132050E+02   0.427734E+00  -0.965905E+00   0.183270E+05   0.915648E+00
  3270   0.131858E+02   0.424868E+00  -0.959924E+00   0.183079E+05   0.912553E+00
  3271   0.131663E+02   0.422021E+00  -0.953831E+00   0.182889E+05   0.909437E+00
  3272   0.131459E+02   0.419199E+00  -0.947553E+00   0.182699E+05   0.906302E+00
  3273   0.131268E+02   0.416387E+00  -0.941314E+00   0.182509E+05   0.903146E+00
  3274   0.131060E+02   0.413594E+00  -0.934893E+00   0.182320E+05   0.899972E+00
  3275   0.130851E+02   0.410825E+00  -0.928440E+00   0.182130E+05   0.896778E+00
  3276   0.130647E+02   0.408073E+00  -0.921956E+00   0.181941E+05   0.893566E+00
  3277   0.130433E+02   0.405354E+00  -0.915369E+00   0.181752E+05   0.890335E+00
  3278   0.130211E+02   0.402651E+00  -0.908680E+00   0.181563E+05   0.887086E+00
  3279   0.129987E+02   0.399966E+00  -0.901890E+00   0.181375E+05   0.883820E+00
  3280   0.129768E+02   0.397304E+00  -0.895075E+00   0.181186E+05   0.880536E+00
  3281   0.129534E+02   0.394659E+00  -0.888236E+00   0.180998E+05   0.877235E+00
  3282   0.129305E+02   0.392052E+00  -0.881227E+00   0.180810E+05   0.873918E+00
  3283   0.129067E+02   0.389461E+00  -0.874272E+00   0.180622E+05   0.870585E+00
  3284   0.128836E+02   0.386901E+00  -0.867223E+00   0.180434E+05   0.867236E+00
